entry_id,text,reading,selection,floor_for,assigned_upos,assigned_frames,profile_count,readingSupport,heteronym,cedict,commonness,grammarEvidence,predicate,reading_verdict,role_verdict,notes
word:加冕:ㄐㄧㄚ1-ㄇㄧㄢ3,加冕,ㄐㄧㄚ1 ㄇㄧㄢ3,base,,VERB,adpositional-complement|transitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:加強:ㄐㄧㄚ1-ㄑㄧㄤ2,加強,ㄐㄧㄚ1 ㄑㄧㄤ2,floor,commonness,VERB,adpositional-complement|ambitransitive|intransitive|transitive,1,moe-concised,single-reading,absent,tier-2,moderate-3-9,predicate,,,
word:北極:ㄅㄟ3-ㄐㄧ2,北極,ㄅㄟ3 ㄐㄧ2,base,commonness|grammarEvidence,NOUN|PROPN,avalent,2,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:句:ㄍㄡ1,句,ㄍㄡ1,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,moderate-3-9,non-predicate,,,
word:句:ㄐㄩ4,句,ㄐㄩ4,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,moderate-3-9,non-predicate,,,
word:另:ㄌㄧㄥ4,另,ㄌㄧㄥ4,base,commonness|grammarEvidence,ADV|DET,avalent,2,moe-concised,single-reading,absent,tier-1,strong-10-plus,non-predicate,,,
word:可:ㄎㄜ3,可,ㄎㄜ3,floor,readingSupport,AUX|SCONJ,avalent|intransitive,2,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:可:ㄎㄜ4,可,ㄎㄜ4,floor,readingSupport,AUX|SCONJ,avalent|intransitive,2,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:台中:ㄊㄞ2-ㄓㄨㄥ1,台中,ㄊㄞ2 ㄓㄨㄥ1,floor,readingSupport,PROPN,avalent,1,manual-override,single-reading,ambiguous-records,tier-2,moderate-3-9,non-predicate,,,
word:台北:ㄊㄞ2-ㄅㄟ3,台北,ㄊㄞ2 ㄅㄟ3,floor,readingSupport,PROPN,avalent,1,manual-override,single-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:司鐸:ㄙ1-ㄉㄨㄛ2,司鐸,ㄙ1 ㄉㄨㄛ2,base,readingSupport|grammarEvidence,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,moderate-3-9,non-predicate,,,
word:失事:ㄕ1-ㄕ4,失事,ㄕ1 ㄕ4,base,readingSupport|cedict|commonness|grammarEvidence|predicate,NOUN|VERB,avalent|intransitive,2,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:奴隸:ㄋㄨ2-ㄌㄧ4,奴隸,ㄋㄨ2 ㄌㄧ4,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:尼羅:ㄋㄧ2-ㄌㄨㄛ2,尼羅,ㄋㄧ2 ㄌㄨㄛ2,base,,PROPN,avalent,1,no-projection,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:左右:ㄗㄨㄛ3-ㄧㄡ4,左右,ㄗㄨㄛ3 ㄧㄡ4,base,commonness|grammarEvidence,ADP,avalent,1,moe-concised,single-reading,absent,tier-1,strong-10-plus,non-predicate,,,
word:平臺:ㄆㄧㄥ2-ㄊㄞ2,平臺,ㄆㄧㄥ2 ㄊㄞ2,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,weak-1-2,non-predicate,,,
word:打出:ㄉㄚ3-ㄔㄨ1,打出,ㄉㄚ3 ㄔㄨ1,base,,VERB,transitive,1,no-projection,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:打鬥:ㄉㄚ3-ㄉㄡ4,打鬥,ㄉㄚ3 ㄉㄡ4,base,,VERB,intransitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:本願:ㄅㄣ3-ㄩㄢ4,本願,ㄅㄣ3 ㄩㄢ4,base,readingSupport,PROPN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:永靖:ㄩㄥ3-ㄐㄧㄥ4,永靖,ㄩㄥ3 ㄐㄧㄥ4,base,cedict,PROPN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:生意:ㄕㄥ1-ㄧ4,生意,ㄕㄥ1 ㄧ4,floor,heteronym|cedict,NOUN,avalent,1,no-projection,multi-reading,ambiguous-records,tier-2,moderate-3-9,non-predicate,,,
word:由來:ㄧㄡ2-ㄌㄞ2,由來,ㄧㄡ2 ㄌㄞ2,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:休息:ㄒㄧㄡ1-ㄒㄧ2,休息,ㄒㄧㄡ1 ㄒㄧ2,floor,commonness,NOUN|VERB,adpositional-complement|avalent|intransitive,2,moe-concised,single-reading,absent,tier-1,moderate-3-9,predicate,,,
word:先後:ㄒㄧㄢ1-ㄏㄡ4,先後,ㄒㄧㄢ1 ㄏㄡ4,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,ADV|NOUN,avalent,2,moe-concised,single-reading,absent,tier-3,strong-10-plus,non-predicate,,,
word:光:ㄍㄨㄤ1,光,ㄍㄨㄤ1,base,commonness|grammarEvidence,ADV|NOUN|PART|PROPN,avalent,4,moe-concised,single-reading,absent,tier-1,strong-10-plus,non-predicate,,,
word:合夥:ㄏㄜ2-ㄏㄨㄛ3,合夥,ㄏㄜ2 ㄏㄨㄛ3,base,predicate,VERB,intransitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:名將:ㄇㄧㄥ2-ㄐㄧㄤ4,名將,ㄇㄧㄥ2 ㄐㄧㄤ4,base,readingSupport|commonness|grammarEvidence,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,moderate-3-9,non-predicate,,,
word:地震:ㄉㄧ4-ㄓㄣ4,地震,ㄉㄧ4 ㄓㄣ4,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN,avalent,1,moe-concised,single-reading,absent,tier-1,weak-1-2,non-predicate,,,
word:宅邸:ㄓㄞ2-ㄉㄧ3,宅邸,ㄓㄞ2 ㄉㄧ3,base,cedict,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:有別:ㄧㄡ3-ㄅㄧㄝ2,有別,ㄧㄡ3 ㄅㄧㄝ2,base,readingSupport|cedict|predicate,VERB,transitive,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,predicate,,,
word:米線:ㄇㄧ3-ㄒㄧㄢ4,米線,ㄇㄧ3 ㄒㄧㄢ4,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:考量:ㄎㄠ3-ㄌㄧㄤ2,考量,ㄎㄠ3 ㄌㄧㄤ2,base,commonness,NOUN|VERB,avalent|transitive,2,moe-concised,single-reading,absent,tier-2,weak-1-2,predicate,,,
word:低等:ㄉㄧ1-ㄉㄥ3,低等,ㄉㄧ1 ㄉㄥ3,base,predicate,ADJ,intransitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:余:ㄩ2,余,ㄩ2,base,commonness,PROPN,avalent,1,moe-concised,single-reading,absent,tier-3,weak-1-2,non-predicate,,,
word:作:ㄗㄨㄛ1,作,ㄗㄨㄛ1,floor,readingSupport,NOUN|PART|VERB,adpositional-complement|ambitransitive|avalent|clausal-complement|ditransitive|intransitive|open-clausal-complement|transitive,3,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:作:ㄗㄨㄛ4,作,ㄗㄨㄛ4,floor,readingSupport,NOUN|PART|VERB,adpositional-complement|ambitransitive|avalent|clausal-complement|ditransitive|intransitive|open-clausal-complement|transitive,3,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:作法:ㄗㄨㄛ4-ㄈㄚ3,作法,ㄗㄨㄛ4 ㄈㄚ3,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,weak-1-2,non-predicate,,,
word:否:ㄆㄧ3,否,ㄆㄧ3,base,readingSupport|heteronym|cedict,PART,avalent,1,no-projection,multi-reading,ambiguous-records,tier-4,weak-1-2,non-predicate,,,
word:吸取:ㄒㄧ1-ㄑㄩ3,吸取,ㄒㄧ1 ㄑㄩ3,base,,VERB,adpositional-complement|transitive,1,moe-concised,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:呎:ㄔ3,呎,ㄔ3,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:困住:ㄎㄨㄣ4-ㄓㄨ4,困住,ㄎㄨㄣ4 ㄓㄨ4,base,predicate,VERB,clausal-complement|transitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:坎貝爾:ㄎㄢ3-ㄅㄟ4-ㄦ3,坎貝爾,ㄎㄢ3 ㄅㄟ4 ㄦ3,base,readingSupport|cedict,PROPN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:完善:ㄨㄢ2-ㄕㄢ4,完善,ㄨㄢ2 ㄕㄢ4,base,,ADJ|NOUN|VERB,avalent|intransitive,3,moe-concised,single-reading,absent,tier-3,moderate-3-9,predicate,,,
word:宏道:ㄏㄨㄥ2-ㄉㄠ4,宏道,ㄏㄨㄥ2 ㄉㄠ4,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,PROPN,avalent,1,no-projection,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:尾巴:ㄨㄟ3-ㄅㄚ1,尾巴,ㄨㄟ3 ㄅㄚ1,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,moderate-3-9,non-predicate,,,
word:弟弟:ㄉㄧ4-ㄉㄧ5,弟弟,ㄉㄧ4 ㄉㄧ5,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-1,moderate-3-9,non-predicate,,,
word:把:ㄅㄚ3,把,ㄅㄚ3,floor,heteronym|cedict,ADP|NOUN|VERB,avalent|intransitive,3,no-projection,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:汞柱:ㄍㄨㄥ3-ㄓㄨ4,汞柱,ㄍㄨㄥ3 ㄓㄨ4,base,readingSupport|commonness|grammarEvidence,NOUN,avalent,1,no-projection,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:災區:ㄗㄞ1-ㄑㄩ1,災區,ㄗㄞ1 ㄑㄩ1,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,weak-1-2,non-predicate,,,
word:狂亂:ㄎㄨㄤ2-ㄌㄨㄢ4,狂亂,ㄎㄨㄤ2 ㄌㄨㄢ4,base,readingSupport,ADJ,intransitive,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:走廊:ㄗㄡ3-ㄌㄤ2,走廊,ㄗㄡ3 ㄌㄤ2,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,moderate-3-9,non-predicate,,,
word:身邊:ㄕㄣ1-ㄅㄧㄢ1,身邊,ㄕㄣ1 ㄅㄧㄢ1,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-1,moderate-3-9,non-predicate,,,
word:車展:ㄔㄜ1-ㄓㄢ3,車展,ㄔㄜ1 ㄓㄢ3,base,cedict,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-4,moderate-3-9,non-predicate,,,
word:巡邏:ㄒㄩㄣ2-ㄌㄨㄛ2,巡邏,ㄒㄩㄣ2 ㄌㄨㄛ2,base,,VERB,intransitive,1,moe-concised,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:乳糖:ㄖㄨ3-ㄊㄤ2,乳糖,ㄖㄨ3 ㄊㄤ2,base,,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:供職:ㄍㄨㄥ4-ㄓ2,供職,ㄍㄨㄥ4 ㄓ2,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN|VERB,adpositional-complement|avalent,2,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:刮目相看:ㄍㄨㄚ1-ㄇㄨ4-ㄒㄧㄤ1-ㄎㄢ4,刮目相看,ㄍㄨㄚ1 ㄇㄨ4 ㄒㄧㄤ1 ㄎㄢ4,base,,VERB,intransitive,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:刻成:ㄎㄜ4-ㄔㄥ2,刻成,ㄎㄜ4 ㄔㄥ2,base,,VERB,intransitive,1,no-projection,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:協商:ㄒㄧㄝ2-ㄕㄤ1,協商,ㄒㄧㄝ2 ㄕㄤ1,base,,NOUN|VERB,avalent|intransitive,2,moe-concised,single-reading,absent,tier-3,moderate-3-9,predicate,,,
word:呢:ㄋㄧ2,呢,ㄋㄧ2,floor,heteronym,PART,avalent,1,no-projection,multi-reading,ambiguous-records,tier-1,moderate-3-9,non-predicate,,,
word:妻:ㄑㄧ1,妻,ㄑㄧ1,floor,heteronym|cedict,NOUN,avalent,1,no-projection,multi-reading,ambiguous-records,tier-3,moderate-3-9,non-predicate,,,
word:妻子:ㄑㄧ1-ㄗ3,妻子,ㄑㄧ1 ㄗ3,floor,heteronym|cedict,NOUN,avalent,1,no-projection,multi-reading,ambiguous-records,tier-2,strong-10-plus,non-predicate,,,
word:妻子:ㄑㄧ1-ㄗ5,妻子,ㄑㄧ1 ㄗ5,floor,heteronym|cedict|grammarEvidence,NOUN,avalent,1,no-projection,multi-reading,ambiguous-records,tier-2,strong-10-plus,non-predicate,,,
word:底色:ㄉㄧ3-ㄙㄜ4,底色,ㄉㄧ3 ㄙㄜ4,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:於:ㄩ2,於,ㄩ2,base,heteronym|cedict|commonness|grammarEvidence,ADP|VERB,adpositional-complement|ambitransitive|avalent|intransitive|transitive,2,no-projection,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:東西:ㄉㄨㄥ1-ㄒㄧ1,東西,ㄉㄨㄥ1 ㄒㄧ1,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:東西:ㄉㄨㄥ1-ㄒㄧ5,東西,ㄉㄨㄥ1 ㄒㄧ5,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:表妹:ㄅㄧㄠ3-ㄇㄟ4,表妹,ㄅㄧㄠ3 ㄇㄟ4,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:表述:ㄅㄧㄠ3-ㄕㄨ4,表述,ㄅㄧㄠ3 ㄕㄨ4,base,readingSupport,VERB,intransitive,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:長女:ㄓㄤ3-ㄋㄩ3,長女,ㄓㄤ3 ㄋㄩ3,base,readingSupport|cedict,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:便宜:ㄅㄧㄢ4-ㄧ2,便宜,ㄅㄧㄢ4 ㄧ2,floor,heteronym|cedict,ADJ,adpositional-complement|intransitive|open-clausal-complement,1,no-projection,multi-reading,ambiguous-records,tier-2,moderate-3-9,predicate,,,
word:保送:ㄅㄠ3-ㄙㄨㄥ4,保送,ㄅㄠ3 ㄙㄨㄥ4,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:南京:ㄋㄢ2-ㄐㄧㄥ1,南京,ㄋㄢ2 ㄐㄧㄥ1,base,grammarEvidence,PROPN,avalent,1,moe-revised-fallback,single-reading,absent,tier-3,strong-10-plus,non-predicate,,,
word:咬金:ㄧㄠ3-ㄐㄧㄣ1,咬金,ㄧㄠ3 ㄐㄧㄣ1,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,PROPN,avalent,1,no-projection,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:後者:ㄏㄡ4-ㄓㄜ3,後者,ㄏㄡ4 ㄓㄜ3,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-3,moderate-3-9,non-predicate,,,
word:思潮:ㄙ1-ㄔㄠ2,思潮,ㄙ1 ㄔㄠ2,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,moderate-3-9,non-predicate,,,
word:拱:ㄍㄨㄥ3,拱,ㄍㄨㄥ3,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:政黨:ㄓㄥ4-ㄉㄤ3,政黨,ㄓㄥ4 ㄉㄤ3,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,weak-1-2,non-predicate,,,
word:政權:ㄓㄥ4-ㄑㄩㄢ2,政權,ㄓㄥ4 ㄑㄩㄢ2,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,strong-10-plus,non-predicate,,,
word:施加:ㄕ1-ㄐㄧㄚ1,施加,ㄕ1 ㄐㄧㄚ1,base,,VERB,adpositional-complement|transitive,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:星際:ㄒㄧㄥ1-ㄐㄧ4,星際,ㄒㄧㄥ1 ㄐㄧ4,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-4,moderate-3-9,non-predicate,,,
word:活力:ㄏㄨㄛ2-ㄌㄧ4,活力,ㄏㄨㄛ2 ㄌㄧ4,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,moderate-3-9,non-predicate,,,
word:活動:ㄏㄨㄛ2-ㄉㄨㄥ4,活動,ㄏㄨㄛ2 ㄉㄨㄥ4,base,commonness|grammarEvidence,NOUN|VERB,avalent|intransitive,2,moe-concised,single-reading,absent,tier-1,strong-10-plus,predicate,,,
word:流量:ㄌㄧㄡ2-ㄌㄧㄤ4,流量,ㄌㄧㄡ2 ㄌㄧㄤ4,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:皈依:ㄍㄨㄟ1-ㄧ1,皈依,ㄍㄨㄟ1 ㄧ1,base,,VERB,transitive,1,moe-concised,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:相近:ㄒㄧㄤ1-ㄐㄧㄣ4,相近,ㄒㄧㄤ1 ㄐㄧㄣ4,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,ADJ|VERB,adpositional-complement|intransitive,2,moe-concised,single-reading,absent,tier-3,moderate-3-9,predicate,,,
word:紅色:ㄏㄨㄥ2-ㄙㄜ4,紅色,ㄏㄨㄥ2 ㄙㄜ4,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,moderate-3-9,non-predicate,,,
word:若:ㄖㄨㄛ4,若,ㄖㄨㄛ4,floor,heteronym|cedict,ADP,avalent,1,no-projection,multi-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:要:ㄧㄠ1,要,ㄧㄠ1,floor,readingSupport,AUX|VERB,ambitransitive|clausal-complement|intransitive|open-clausal-complement|transitive,2,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:要:ㄧㄠ4,要,ㄧㄠ4,floor,readingSupport,AUX|VERB,ambitransitive|clausal-complement|intransitive|open-clausal-complement|transitive,2,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,predicate,,,
word:負責:ㄈㄨ4-ㄗㄜ2,負責,ㄈㄨ4 ㄗㄜ2,base,commonness|grammarEvidence,VERB,adpositional-complement|ambitransitive|intransitive|open-clausal-complement|transitive,1,moe-concised,single-reading,absent,tier-1,strong-10-plus,predicate,,,
word:首相:ㄕㄡ3-ㄒㄧㄤ4,首相,ㄕㄡ3 ㄒㄧㄤ4,base,commonness|grammarEvidence,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:修築:ㄒㄧㄡ1-ㄓㄨ2,修築,ㄒㄧㄡ1 ㄓㄨ2,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,VERB,transitive,1,moe-concised,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:個:ㄍㄜ3,個,ㄍㄜ3,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:個:ㄍㄜ4,個,ㄍㄜ4,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-1,strong-10-plus,non-predicate,,,
word:狼人:ㄌㄤ2-ㄖㄣ2,狼人,ㄌㄤ2 ㄖㄣ2,base,readingSupport,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:真武:ㄓㄣ1-ㄨ3,真武,ㄓㄣ1 ㄨ3,base,readingSupport|cedict|commonness|grammarEvidence|predicate,PROPN,avalent,1,no-projection,single-reading,unique-record,tier-4,moderate-3-9,non-predicate,,,
word:神殿:ㄕㄣ2-ㄉㄧㄢ4,神殿,ㄕㄣ2 ㄉㄧㄢ4,base,readingSupport,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:神魔:ㄕㄣ2-ㄇㄛ2,神魔,ㄕㄣ2 ㄇㄛ2,base,readingSupport,NOUN,avalent,1,no-projection,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:秤:ㄔㄥ4,秤,ㄔㄥ4,base,heteronym|cedict,PART,avalent,1,no-projection,multi-reading,ambiguous-records,tier-3,weak-1-2,non-predicate,,,
word:紡織:ㄈㄤ3-ㄓ1,紡織,ㄈㄤ3 ㄓ1,base,commonness|grammarEvidence|predicate,NOUN|VERB,avalent|intransitive,2,moe-concised,single-reading,absent,tier-3,moderate-3-9,predicate,,,
word:胰島:ㄧ2-ㄉㄠ3,胰島,ㄧ2 ㄉㄠ3,base,cedict,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:胸管:ㄒㄩㄥ1-ㄍㄨㄢ3,胸管,ㄒㄩㄥ1 ㄍㄨㄢ3,base,readingSupport,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:追求:ㄓㄨㄟ1-ㄑㄧㄡ2,追求,ㄓㄨㄟ1 ㄑㄧㄡ2,base,commonness,NOUN|VERB,avalent|transitive,2,moe-concised,single-reading,absent,tier-1,moderate-3-9,predicate,,,
word:酒館:ㄐㄧㄡ3-ㄍㄨㄢ3,酒館,ㄐㄧㄡ3 ㄍㄨㄢ3,base,readingSupport,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:院士:ㄩㄢ4-ㄕ4,院士,ㄩㄢ4 ㄕ4,base,readingSupport|commonness|grammarEvidence|predicate,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:隻身:ㄓ1-ㄕㄣ1,隻身,ㄓ1 ㄕㄣ1,base,,ADV,avalent,1,moe-concised,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
word:馬丁:ㄇㄚ3-ㄉㄧㄥ1,馬丁,ㄇㄚ3 ㄉㄧㄥ1,base,cedict,PROPN,avalent,1,no-projection,single-reading,unique-record,tier-3,weak-1-2,non-predicate,,,
word:高中:ㄍㄠ1-ㄓㄨㄥ4,高中,ㄍㄠ1 ㄓㄨㄥ4,floor,readingSupport,NOUN,avalent,1,manual-override,multi-reading,ambiguous-records,tier-2,strong-10-plus,non-predicate,,,
word:高麗:ㄍㄠ1-ㄌㄧ2,高麗,ㄍㄠ1 ㄌㄧ2,base,,PROPN,avalent,1,moe-concised,single-reading,absent,tier-4,moderate-3-9,non-predicate,,,
word:副:ㄈㄨ4,副,ㄈㄨ4,base,readingSupport|cedict|commonness|grammarEvidence|predicate,NOUN|PART,avalent,2,no-projection,single-reading,unique-record,tier-2,strong-10-plus,non-predicate,,,
word:問:ㄨㄣ4,問,ㄨㄣ4,base,commonness|predicate,NOUN|VERB,avalent|clausal-complement,2,moe-concised,single-reading,absent,tier-1,weak-1-2,predicate,,,
word:堅決:ㄐㄧㄢ1-ㄐㄩㄝ2,堅決,ㄐㄧㄢ1 ㄐㄩㄝ2,base,grammarEvidence,ADV,avalent,1,moe-concised,single-reading,absent,tier-3,moderate-3-9,non-predicate,,,
word:堅固:ㄐㄧㄢ1-ㄍㄨ4,堅固,ㄐㄧㄢ1 ㄍㄨ4,base,,ADJ,copular|intransitive|open-clausal-complement,1,moe-concised,single-reading,absent,tier-3,weak-1-2,predicate,,,
word:彩繪:ㄘㄞ3-ㄏㄨㄟ4,彩繪,ㄘㄞ3 ㄏㄨㄟ4,base,,NOUN,avalent,1,moe-concised,single-reading,absent,tier-3,weak-1-2,non-predicate,,,
word:得票:ㄉㄜ2-ㄆㄧㄠ4,得票,ㄉㄜ2 ㄆㄧㄠ4,base,,VERB,intransitive,1,moe-concised,single-reading,absent,tier-4,moderate-3-9,predicate,,,
word:接聽:ㄐㄧㄝ1-ㄊㄧㄥ1,接聽,ㄐㄧㄝ1 ㄊㄧㄥ1,base,readingSupport|cedict|predicate,VERB,intransitive,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,predicate,,,
word:救生:ㄐㄧㄡ4-ㄕㄥ1,救生,ㄐㄧㄡ4 ㄕㄥ1,base,readingSupport,VERB,intransitive,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:救國:ㄐㄧㄡ4-ㄍㄨㄛ2,救國,ㄐㄧㄡ4 ㄍㄨㄛ2,base,,VERB,adpositional-complement,1,moe-concised,single-reading,absent,tier-4,weak-1-2,predicate,,,
word:教長:ㄐㄧㄠ4-ㄓㄤ3,教長,ㄐㄧㄠ4 ㄓㄤ3,base,readingSupport|heteronym|cedict|commonness|grammarEvidence|predicate,NOUN,avalent,1,no-projection,single-reading,unique-record,tier-4,weak-1-2,non-predicate,,,
word:率:ㄌㄩ4,率,ㄌㄩ4,floor,heteronym|cedict,PART|VERB,avalent|transitive,2,no-projection,multi-reading,ambiguous-records,tier-3,strong-10-plus,predicate,,,
word:率:ㄕㄨㄞ4,率,ㄕㄨㄞ4,floor,heteronym|cedict,PART|VERB,avalent|transitive,2,no-projection,multi-reading,ambiguous-records,tier-3,strong-10-plus,predicate,,,
word:畢業:ㄅㄧ4-ㄧㄝ4,畢業,ㄅㄧ4 ㄧㄝ4,base,commonness|grammarEvidence,NOUN|VERB,adpositional-complement|avalent|intransitive|open-clausal-complement,2,moe-concised,single-reading,absent,tier-1,strong-10-plus,predicate,,,
word:眼神:ㄧㄢ3-ㄕㄣ2,眼神,ㄧㄢ3 ㄕㄣ2,base,commonness,NOUN,avalent,1,moe-concised,single-reading,absent,tier-2,weak-1-2,non-predicate,,,
word:祭物:ㄐㄧ4-ㄨ4,祭物,ㄐㄧ4 ㄨ4,base,readingSupport,NOUN,avalent,1,moe-revised-fallback,single-reading,absent,tier-4,weak-1-2,non-predicate,,,
